driver_id,first_name,last_name,nationality,dob,url
henton,Brian,Henton,British,1946-09-19,http://en.wikipedia.org/wiki/Brian_Henton
heyer,Hans,Heyer,German,1943-03-16,http://en.wikipedia.org/wiki/Hans_Heyer
hoffmann,Ingo,Hoffmann,Brazilian,1953-02-28,http://en.wikipedia.org/wiki/Ingo_Hoffmann
hoshino,Kazuyoshi,Hoshino,Japanese,1947-07-01,http://en.wikipedia.org/wiki/Kazuyoshi_Hoshino
hunt,James,Hunt,British,1947-08-29,http://en.wikipedia.org/wiki/James_Hunt
ickx,Jacky,Ickx,Belgian,1945-01-01,http://en.wikipedia.org/wiki/Jacky_Ickx
jabouille,Jean-Pierre,Jabouille,French,1942-10-01,http://en.wikipedia.org/wiki/Jean-Pierre_Jabouille
jarier,Jean-Pierre,Jarier,French,1946-07-10,http://en.wikipedia.org/wiki/Jean-Pierre_Jarier
jones,Alan,Jones,Australian,1946-11-02,http://en.wikipedia.org/wiki/Alan_Jones_(Formula_1)
keegan,Rupert,Keegan,British,1955-02-26,http://en.wikipedia.org/wiki/Rupert_Keegan
kessel,Loris,Kessel,Swiss,1950-04-01,http://en.wikipedia.org/wiki/Loris_Kessel
kozarowitzky,Mikko,Kozarowitzky,Finnish,1948-05-17,http://en.wikipedia.org/wiki/Mikko_Kozarowitzky
laffite,Jacques,Laffite,French,1943-11-21,http://en.wikipedia.org/wiki/Jacques_Laffite
lauda,Niki,Lauda,Austrian,1949-02-22,http://en.wikipedia.org/wiki/Niki_Lauda
leoni,Lamberto,Leoni,Italian,1953-05-24,http://en.wikipedia.org/wiki/Lamberto_Leoni
hayje,Boy,Lunger,Dutch,1949-05-03,http://en.wikipedia.org/wiki/Boy_Hayje
mario_andretti,Mario,Andretti,American,1940-02-28,http://en.wikipedia.org/wiki/Mario_Andretti
arnoux,René,Arnoux,French,1948-07-04,http://en.wikipedia.org/wiki/Ren%C3%A9_Arnoux
binder,Hans,Binder,Austrian,1948-06-12,http://en.wikipedia.org/wiki/Hans_Binder
bleekemolen,Michael,Bleekemolen,Dutch,1949-10-02,http://en.wikipedia.org/wiki/Michael_Bleekemolen
brambilla,Vittorio,Brambilla,Italian,1937-11-11,http://en.wikipedia.org/wiki/Vittorio_Brambilla
cheever,Eddie,Cheever,American,1958-01-10,http://en.wikipedia.org/wiki/Eddie_Cheever
colombo,Alberto,Colombo,Italian,1946-02-23,http://en.wikipedia.org/wiki/Alberto_Colombo
daly,Derek,Daly,Irish,1953-03-11,http://en.wikipedia.org/wiki/Derek_Daly
villota,Emilio,de Villota,Spanish,1946-07-26,http://en.wikipedia.org/wiki/Emilio_de_Villota
depailler,Patrick,Depailler,French,1944-08-09,http://en.wikipedia.org/wiki/Patrick_Depailler
ertl,Harald,Ertl,Austrian,1948-08-31,http://en.wikipedia.org/wiki/Harald_Ertl
emerson_fittipaldi,Emerson,Fittipaldi,Brazilian,1946-12-12,http://en.wikipedia.org/wiki/Emerson_Fittipaldi
gimax,Carlo,Franchi,Italian,1938-01-01,http://en.wikipedia.org/wiki/Gimax
gabbiani,Beppe,Gabbiani,Italian,1957-01-02,http://en.wikipedia.org/wiki/Beppe_Gabbiani
galica,Divina,Galica,British,1944-08-13,http://en.wikipedia.org/wiki/Divina_Galica
giacomelli,Bruno,Giacomelli,Italian,1952-09-10,http://en.wikipedia.org/wiki/Bruno_Giacomelli
hunt,James,Hunt,British,1947-08-29,http://en.wikipedia.org/wiki/James_Hunt
ickx,Jacky,Ickx,Belgian,1945-01-01,http://en.wikipedia.org/wiki/Jacky_Ickx
jabouille,Jean-Pierre,Jabouille,French,1942-10-01,http://en.wikipedia.org/wiki/Jean-Pierre_Jabouille
jarier,Jean-Pierre,Jarier,French,1946-07-10,http://en.wikipedia.org/wiki/Jean-Pierre_Jarier
jones,Alan,Jones,Australian,1946-11-02,http://en.wikipedia.org/wiki/Alan_Jones_(Formula_1)
keegan,Rupert,Keegan,British,1955-02-26,http://en.wikipedia.org/wiki/Rupert_Keegan
laffite,Jacques,Laffite,French,1943-11-21,http://en.wikipedia.org/wiki/Jacques_Laffite
lauda,Niki,Lauda,Austrian,1949-02-22,http://en.wikipedia.org/wiki/Niki_Lauda
lees,Geoff,Lees,British,1951-05-01,http://en.wikipedia.org/wiki/Geoff_Lees
leoni,Lamberto,Leoni,Italian,1953-05-24,http://en.wikipedia.org/wiki/Lamberto_Leoni
lunger,Brett,Lunger,American,1945-11-14,http://en.wikipedia.org/wiki/Brett_Lunger
mass,Jochen,Mass,German,1946-09-30,http://en.wikipedia.org/wiki/Jochen_Mass
merzario,Arturo,Merzario,Italian,1943-03-11,http://en.wikipedia.org/wiki/Arturo_Merzario
ongais,Danny,Ongais,American,1942-05-21,http://en.wikipedia.org/wiki/Danny_Ongais
mario_andretti,Mario,Andretti,American,1940-02-28,http://en.wikipedia.org/wiki/Mario_Andretti
arnoux,René,Arnoux,French,1948-07-04,http://en.wikipedia.org/wiki/Ren%C3%A9_Arnoux
brambilla,Vittorio,Brambilla,Italian,1937-11-11,http://en.wikipedia.org/wiki/Vittorio_Brambilla
brancatelli,Gianfranco,Brancatelli,Italian,1950-01-18,http://en.wikipedia.org/wiki/Gianfranco_Brancatelli
daly,Derek,Daly,Irish,1953-03-11,http://en.wikipedia.org/wiki/Derek_Daly
angelis,Elio,de Angelis,Italian,1958-03-26,http://en.wikipedia.org/wiki/Elio_de_Angelis
depailler,Patrick,Depailler,French,1944-08-09,http://en.wikipedia.org/wiki/Patrick_Depailler
emerson_fittipaldi,Emerson,Fittipaldi,Brazilian,1946-12-12,http://en.wikipedia.org/wiki/Emerson_Fittipaldi
gaillard,Patrick,Gaillard,French,1952-02-12,http://en.wikipedia.org/wiki/Patrick_Gaillard
giacomelli,Bruno,Giacomelli,Italian,1952-09-10,http://en.wikipedia.org/wiki/Bruno_Giacomelli
hunt,James,Hunt,British,1947-08-29,http://en.wikipedia.org/wiki/James_Hunt
ickx,Jacky,Ickx,Belgian,1945-01-01,http://en.wikipedia.org/wiki/Jacky_Ickx
jabouille,Jean-Pierre,Jabouille,French,1942-10-01,http://en.wikipedia.org/wiki/Jean-Pierre_Jabouille
jarier,Jean-Pierre,Jarier,French,1946-07-10,http://en.wikipedia.org/wiki/Jean-Pierre_Jarier
jones,Alan,Jones,Australian,1946-11-02,http://en.wikipedia.org/wiki/Alan_Jones_(Formula_1)
laffite,Jacques,Laffite,French,1943-11-21,http://en.wikipedia.org/wiki/Jacques_Laffite
lammers,Jan,Lammers,Dutch,1956-06-02,http://en.wikipedia.org/wiki/Jan_Lammers
lauda,Niki,Lauda,Austrian,1949-02-22,http://en.wikipedia.org/wiki/Niki_Lauda
lees,Geoff,Lees,British,1951-05-01,http://en.wikipedia.org/wiki/Geoff_Lees
mass,Jochen,Mass,German,1946-09-30,http://en.wikipedia.org/wiki/Jochen_Mass
merzario,Arturo,Merzario,Italian,1943-03-11,http://en.wikipedia.org/wiki/Arturo_Merzario
patrese,Riccardo,Patrese,Italian,1954-04-17,http://en.wikipedia.org/wiki/Riccardo_Patrese
piquet,Nelson,Piquet,Brazilian,1952-08-17,http://en.wikipedia.org/wiki/Nelson_Piquet
pironi,Didier,Pironi,French,1952-03-26,http://en.wikipedia.org/wiki/Didier_Pironi
rebaque,Hector,Rebaque,Mexican,1956-02-05,http://en.wikipedia.org/wiki/Hector_Rebaque
regazzoni,Clay,Regazzoni,Swiss,1939-09-05,http://en.wikipedia.org/wiki/Clay_Regazzoni
reutemann,Carlos,Reutemann,Argentine,1942-04-12,http://en.wikipedia.org/wiki/Carlos_Reutemann
ribeiro,Alex,Ribeiro,Brazilian,1948-11-07,http://en.wikipedia.org/wiki/Alex_Ribeiro
keke_rosberg,Keke,Rosberg,Finnish,1948-12-06,http://en.wikipedia.org/wiki/Keke_Rosberg
scheckter,Jody,Scheckter,South African,1950-01-29,http://en.wikipedia.org/wiki/Jody_Scheckter
mario_andretti,Mario,Andretti,American,1940-02-28,http://en.wikipedia.org/wiki/Mario_Andretti
arnoux,René,Arnoux,French,1948-07-04,http://en.wikipedia.org/wiki/Ren%C3%A9_Arnoux
brambilla,Vittorio,Brambilla,Italian,1937-11-11,http://en.wikipedia.org/wiki/Vittorio_Brambilla
cheever,Eddie,Cheever,American,1958-01-10,http://en.wikipedia.org/wiki/Eddie_Cheever
cogan,Kevin,Cogan,American,1956-03-31,http://en.wikipedia.org/wiki/Kevin_Cogan
daly,Derek,Daly,Irish,1953-03-11,http://en.wikipedia.org/wiki/Derek_Daly
angelis,Elio,de Angelis,Italian,1958-03-26,http://en.wikipedia.org/wiki/Elio_de_Angelis
cesaris,Andrea,de Cesaris,Italian,1959-05-31,http://en.wikipedia.org/wiki/Andrea_de_Cesaris
depailler,Patrick,Depailler,French,1944-08-09,http://en.wikipedia.org/wiki/Patrick_Depailler
ertl,Harald,Ertl,Austrian,1948-08-31,http://en.wikipedia.org/wiki/Harald_Ertl
emerson_fittipaldi,Emerson,Fittipaldi,Brazilian,1946-12-12,http://en.wikipedia.org/wiki/Emerson_Fittipaldi
giacomelli,Bruno,Giacomelli,Italian,1952-09-10,http://en.wikipedia.org/wiki/Bruno_Giacomelli
jabouille,Jean-Pierre,Jabouille,French,1942-10-01,http://en.wikipedia.org/wiki/Jean-Pierre_Jabouille
jarier,Jean-Pierre,Jarier,French,1946-07-10,http://en.wikipedia.org/wiki/Jean-Pierre_Jarier
johansson,Stefan,Johansson,Swedish,1956-09-08,http://en.wikipedia.org/wiki/Stefan_Johansson
jones,Alan,Jones,Australian,1946-11-02,http://en.wikipedia.org/wiki/Alan_Jones_(Formula_1)
keegan,Rupert,Keegan,British,1955-02-26,http://en.wikipedia.org/wiki/Rupert_Keegan
kennedy,Dave,Kennedy,Irish,1953-01-15,http://en.wikipedia.org/wiki/David_Kennedy_(racing_driver)
laffite,Jacques,Laffite,French,1943-11-21,http://en.wikipedia.org/wiki/Jacques_Laffite
lammers,Jan,Lammers,Dutch,1956-06-02,http://en.wikipedia.org/wiki/Jan_Lammers
lees,Geoff,Lees,British,1951-05-01,http://en.wikipedia.org/wiki/Geoff_Lees
mansell,Nigel,Mansell,British,1953-08-08,http://en.wikipedia.org/wiki/Nigel_Mansell
mass,Jochen,Mass,German,1946-09-30,http://en.wikipedia.org/wiki/Jochen_Mass
needell,Tiff,Needell,British,1951-10-29,http://en.wikipedia.org/wiki/Tiff_Needell
patrese,Riccardo,Patrese,Italian,1954-04-17,http://en.wikipedia.org/wiki/Riccardo_Patrese
piquet,Nelson,Piquet,Brazilian,1952-08-17,http://en.wikipedia.org/wiki/Nelson_Piquet
pironi,Didier,Pironi,French,1952-03-26,http://en.wikipedia.org/wiki/Didier_Pironi
prost,Alain,Prost,French,1955-02-24,http://en.wikipedia.org/wiki/Alain_Prost
rebaque,Hector,Rebaque,Mexican,1956-02-05,http://en.wikipedia.org/wiki/Hector_Rebaque
regazzoni,Clay,Regazzoni,Swiss,1939-09-05,http://en.wikipedia.org/wiki/Clay_Regazzoni
alboreto,Michele,Alboreto,Italian,1956-12-23,http://en.wikipedia.org/wiki/Michele_Alboreto
mario_andretti,Mario,Andretti,American,1940-02-28,http://en.wikipedia.org/wiki/Mario_Andretti
arnoux,René,Arnoux,French,1948-07-04,http://en.wikipedia.org/wiki/Ren%C3%A9_Arnoux
borgudd,Slim,Borgudd,Swedish,1946-11-25,http://en.wikipedia.org/wiki/Slim_Borgudd
cheever,Eddie,Cheever,American,1958-01-10,http://en.wikipedia.org/wiki/Eddie_Cheever
cogan,Kevin,Cogan,American,1956-03-31,http://en.wikipedia.org/wiki/Kevin_Cogan
daly,Derek,Daly,Irish,1953-03-11,http://en.wikipedia.org/wiki/Derek_Daly
angelis,Elio,de Angelis,Italian,1958-03-26,http://en.wikipedia.org/wiki/Elio_de_Angelis
cesaris,Andrea,de Cesaris,Italian,1959-05-31,http://en.wikipedia.org/wiki/Andrea_de_Cesaris
francia,Giorgio,Francia,Italian,1947-11-08,http://en.wikipedia.org/wiki/Giorgio_Francia
gabbiani,Beppe,Gabbiani,Italian,1957-01-02,http://en.wikipedia.org/wiki/Beppe_Gabbiani
ghinzani,Piercarlo,Ghinzani,Italian,1952-01-16,http://en.wikipedia.org/wiki/Piercarlo_Ghinzani
giacomelli,Bruno,Giacomelli,Italian,1952-09-10,http://en.wikipedia.org/wiki/Bruno_Giacomelli
guerra,Miguel Ángel,Guerra,Argentine,1953-08-31,http://en.wikipedia.org/wiki/Miguel_Angel_Guerra
henton,Brian,Henton,British,1946-09-19,http://en.wikipedia.org/wiki/Brian_Henton
jabouille,Jean-Pierre,Jabouille,French,1942-10-01,http://en.wikipedia.org/wiki/Jean-Pierre_Jabouille
jarier,Jean-Pierre,Jarier,French,1946-07-10,http://en.wikipedia.org/wiki/Jean-Pierre_Jarier
jones,Alan,Jones,Australian,1946-11-02,http://en.wikipedia.org/wiki/Alan_Jones_(Formula_1)
laffite,Jacques,Laffite,French,1943-11-21,http://en.wikipedia.org/wiki/Jacques_Laffite
lammers,Jan,Lammers,Dutch,1956-06-02,http://en.wikipedia.org/wiki/Jan_Lammers
londono,Ricardo,Londoño,Colombian,1949-08-08,http://en.wikipedia.org/wiki/Ricardo_Londo%C3%B1o
mansell,Nigel,Mansell,British,1953-08-08,http://en.wikipedia.org/wiki/Nigel_Mansell
patrese,Riccardo,Patrese,Italian,1954-04-17,http://en.wikipedia.org/wiki/Riccardo_Patrese
piquet,Nelson,Piquet,Brazilian,1952-08-17,http://en.wikipedia.org/wiki/Nelson_Piquet
pironi,Didier,Pironi,French,1952-03-26,http://en.wikipedia.org/wiki/Didier_Pironi
prost,Alain,Prost,French,1955-02-24,http://en.wikipedia.org/wiki/Alain_Prost
rebaque,Hector,Rebaque,Mexican,1956-02-05,http://en.wikipedia.org/wiki/Hector_Rebaque
reutemann,Carlos,Reutemann,Argentine,1942-04-12,http://en.wikipedia.org/wiki/Carlos_Reutemann
keke_rosberg,Keke,Rosberg,Finnish,1948-12-06,http://en.wikipedia.org/wiki/Keke_Rosberg
salazar,Eliseo,Salazar,Chilean,1954-11-14,http://en.wikipedia.org/wiki/Eliseo_Salazar
alboreto,Michele,Alboreto,Italian,1956-12-23,http://en.wikipedia.org/wiki/Michele_Alboreto
mario_andretti,Mario,Andretti,American,1940-02-28,http://en.wikipedia.org/wiki/Mario_Andretti
arnoux,René,Arnoux,French,1948-07-04,http://en.wikipedia.org/wiki/Ren%C3%A9_Arnoux
baldi,Mauro,Baldi,Italian,1954-01-31,http://en.wikipedia.org/wiki/Mauro_Baldi
boesel,Raul,Boesel,Brazilian,1957-12-04,http://en.wikipedia.org/wiki/Raul_Boesel
borgudd,Slim,Borgudd,Swedish,1946-11-25,http://en.wikipedia.org/wiki/Slim_Borgudd
byrne,Tommy,Byrne,Irish,1958-05-06,http://en.wikipedia.org/wiki/Tommy_Byrne_%28racing_driver%29
cheever,Eddie,Cheever,American,1958-01-10,http://en.wikipedia.org/wiki/Eddie_Cheever
daly,Derek,Daly,Irish,1953-03-11,http://en.wikipedia.org/wiki/Derek_Daly
angelis,Elio,de Angelis,Italian,1958-03-26,http://en.wikipedia.org/wiki/Elio_de_Angelis
cesaris,Andrea,de Cesaris,Italian,1959-05-31,http://en.wikipedia.org/wiki/Andrea_de_Cesaris
villota,Emilio,de Villota,Spanish,1946-07-26,http://en.wikipedia.org/wiki/Emilio_de_Villota
fabi,Teo,Fabi,Italian,1955-03-09,http://en.wikipedia.org/wiki/Teo_Fabi
giacomelli,Bruno,Giacomelli,Italian,1952-09-10,http://en.wikipedia.org/wiki/Bruno_Giacomelli
guerrero,Roberto,Guerrero,Colombian,1958-11-16,http://en.wikipedia.org/wiki/Roberto_Guerrero
henton,Brian,Henton,British,1946-09-19,http://en.wikipedia.org/wiki/Brian_Henton
jarier,Jean-Pierre,Jarier,French,1946-07-10,http://en.wikipedia.org/wiki/Jean-Pierre_Jarier
keegan,Rupert,Keegan,British,1955-02-26,http://en.wikipedia.org/wiki/Rupert_Keegan
laffite,Jacques,Laffite,French,1943-11-21,http://en.wikipedia.org/wiki/Jacques_Laffite
lammers,Jan,Lammers,Dutch,1956-06-02,http://en.wikipedia.org/wiki/Jan_Lammers
lauda,Niki,Lauda,Austrian,1949-02-22,http://en.wikipedia.org/wiki/Niki_Lauda
lees,Geoff,Lees,British,1951-05-01,http://en.wikipedia.org/wiki/Geoff_Lees
mansell,Nigel,Mansell,British,1953-08-08,http://en.wikipedia.org/wiki/Nigel_Mansell
mass,Jochen,Mass,German,1946-09-30,http://en.wikipedia.org/wiki/Jochen_Mass
moreno,Roberto,Moreno,Brazilian,1959-02-11,http://en.wikipedia.org/wiki/Roberto_Moreno
paletti,Riccardo,Paletti,Italian,1958-06-15,http://en.wikipedia.org/wiki/Riccardo_Paletti
patrese,Riccardo,Patrese,Italian,1954-04-17,http://en.wikipedia.org/wiki/Riccardo_Patrese
piquet,Nelson,Piquet,Brazilian,1952-08-17,http://en.wikipedia.org/wiki/Nelson_Piquet
pironi,Didier,Pironi,French,1952-03-26,http://en.wikipedia.org/wiki/Didier_Pironi
prost,Alain,Prost,French,1955-02-24,http://en.wikipedia.org/wiki/Alain_Prost
acheson,Kenny,Acheson,British,1957-11-27,http://en.wikipedia.org/wiki/Kenny_Acheson
alboreto,Michele,Alboreto,Italian,1956-12-23,http://en.wikipedia.org/wiki/Michele_Alboreto
arnoux,René,Arnoux,French,1948-07-04,http://en.wikipedia.org/wiki/Ren%C3%A9_Arnoux
baldi,Mauro,Baldi,Italian,1954-01-31,http://en.wikipedia.org/wiki/Mauro_Baldi
boesel,Raul,Boesel,Brazilian,1957-12-04,http://en.wikipedia.org/wiki/Raul_Boesel
boutsen,Thierry,Boutsen,Belgian,1957-07-13,http://en.wikipedia.org/wiki/Thierry_Boutsen
cecotto,Johnny,Cecotto,Venezuelan,1956-01-25,http://en.wikipedia.org/wiki/Johnny_Cecotto
cheever,Eddie,Cheever,American,1958-01-10,http://en.wikipedia.org/wiki/Eddie_Cheever
angelis,Elio,de Angelis,Italian,1958-03-26,http://en.wikipedia.org/wiki/Elio_de_Angelis
cesaris,Andrea,de Cesaris,Italian,1959-05-31,http://en.wikipedia.org/wiki/Andrea_de_Cesaris
corrado_fabi,Corrado,Fabi,Italian,1961-04-12,http://en.wikipedia.org/wiki/Corrado_Fabi
ghinzani,Piercarlo,Ghinzani,Italian,1952-01-16,http://en.wikipedia.org/wiki/Piercarlo_Ghinzani
giacomelli,Bruno,Giacomelli,Italian,1952-09-10,http://en.wikipedia.org/wiki/Bruno_Giacomelli
guerrero,Roberto,Guerrero,Colombian,1958-11-16,http://en.wikipedia.org/wiki/Roberto_Guerrero
jarier,Jean-Pierre,Jarier,French,1946-07-10,http://en.wikipedia.org/wiki/Jean-Pierre_Jarier
johansson,Stefan,Johansson,Swedish,1956-09-08,http://en.wikipedia.org/wiki/Stefan_Johansson
jones,Alan,Jones,Australian,1946-11-02,http://en.wikipedia.org/wiki/Alan_Jones_(Formula_1)
laffite,Jacques,Laffite,French,1943-11-21,http://en.wikipedia.org/wiki/Jacques_Laffite
lauda,Niki,Lauda,Austrian,1949-02-22,http://en.wikipedia.org/wiki/Niki_Lauda
mansell,Nigel,Mansell,British,1953-08-08,http://en.wikipedia.org/wiki/Nigel_Mansell
palmer,Jonathan,Palmer,British,1956-11-07,http://en.wikipedia.org/wiki/Jonathan_Palmer
patrese,Riccardo,Patrese,Italian,1954-04-17,http://en.wikipedia.org/wiki/Riccardo_Patrese
piquet,Nelson,Piquet,Brazilian,1952-08-17,http://en.wikipedia.org/wiki/Nelson_Piquet
prost,Alain,Prost,French,1955-02-24,http://en.wikipedia.org/wiki/Alain_Prost
keke_rosberg,Keke,Rosberg,Finnish,1948-12-06,http://en.wikipedia.org/wiki/Keke_Rosberg
salazar,Eliseo,Salazar,Chilean,1954-11-14,http://en.wikipedia.org/wiki/Eliseo_Salazar
schlesser,Jean-Louis,Schlesser,French,1948-09-12,http://en.wikipedia.org/wiki/Jean-Louis_Schlesser
serra,Chico,Serra,Brazilian,1957-02-03,http://en.wikipedia.org/wiki/Chico_Serra
sullivan,Danny,Sullivan,American,1950-03-09,http://en.wikipedia.org/wiki/Danny_Sullivan
surer,Marc,Surer,Swiss,1951-09-18,http://en.wikipedia.org/wiki/Marc_Surer
alboreto,Michele,Alboreto,Italian,1956-12-23,http://en.wikipedia.org/wiki/Michele_Alboreto
alliot,Philippe,Alliot,French,1954-07-27,http://en.wikipedia.org/wiki/Philippe_Alliot
arnoux,René,Arnoux,French,1948-07-04,http://en.wikipedia.org/wiki/Ren%C3%A9_Arnoux
baldi,Mauro,Baldi,Italian,1954-01-31,http://en.wikipedia.org/wiki/Mauro_Baldi
bellof,Stefan,Bellof,German,1957-11-20,http://en.wikipedia.org/wiki/Stefan_Bellof
berger,Gerhard,Berger,Austrian,1959-08-27,http://en.wikipedia.org/wiki/Gerhard_Berger
boutsen,Thierry,Boutsen,Belgian,1957-07-13,http://en.wikipedia.org/wiki/Thierry_Boutsen
brundle,Martin,Brundle,British,1959-06-01,http://en.wikipedia.org/wiki/Martin_Brundle
cecotto,Johnny,Cecotto,Venezuelan,1956-01-25,http://en.wikipedia.org/wiki/Johnny_Cecotto
cheever,Eddie,Cheever,American,1958-01-10,http://en.wikipedia.org/wiki/Eddie_Cheever
angelis,Elio,de Angelis,Italian,1958-03-26,http://en.wikipedia.org/wiki/Elio_de_Angelis
cesaris,Andrea,de Cesaris,Italian,1959-05-31,http://en.wikipedia.org/wiki/Andrea_de_Cesaris
fabi,Teo,Fabi,Italian,1955-03-09,http://en.wikipedia.org/wiki/Teo_Fabi
corrado_fabi,Corrado,Fabi,Italian,1961-04-12,http://en.wikipedia.org/wiki/Corrado_Fabi
gartner,Jo,Gartner,Austrian,1954-01-24,http://en.wikipedia.org/wiki/Jo_Gartner
ghinzani,Piercarlo,Ghinzani,Italian,1952-01-16,http://en.wikipedia.org/wiki/Piercarlo_Ghinzani
hesnault,François,Hesnault,French,1956-12-30,http://en.wikipedia.org/wiki/Fran%C3%A7ois_Hesnault
johansson,Stefan,Johansson,Swedish,1956-09-08,http://en.wikipedia.org/wiki/Stefan_Johansson
laffite,Jacques,Laffite,French,1943-11-21,http://en.wikipedia.org/wiki/Jacques_Laffite
lauda,Niki,Lauda,Austrian,1949-02-22,http://en.wikipedia.org/wiki/Niki_Lauda
mansell,Nigel,Mansell,British,1953-08-08,http://en.wikipedia.org/wiki/Nigel_Mansell
martini,Pierluigi,Martini,Italian,1961-04-23,http://en.wikipedia.org/wiki/Pierluigi_Martini
palmer,Jonathan,Palmer,British,1956-11-07,http://en.wikipedia.org/wiki/Jonathan_Palmer
patrese,Riccardo,Patrese,Italian,1954-04-17,http://en.wikipedia.org/wiki/Riccardo_Patrese
piquet,Nelson,Piquet,Brazilian,1952-08-17,http://en.wikipedia.org/wiki/Nelson_Piquet
prost,Alain,Prost,French,1955-02-24,http://en.wikipedia.org/wiki/Alain_Prost
keke_rosberg,Keke,Rosberg,Finnish,1948-12-06,http://en.wikipedia.org/wiki/Keke_Rosberg
rothengatter,Huub,Rothengatter,Dutch,1954-10-08,http://en.wikipedia.org/wiki/Huub_Rothengatter
senna,Ayrton,Senna,Brazilian,1960-03-21,http://en.wikipedia.org/wiki/Ayrton_Senna
streiff,Philippe,Streiff,French,1955-06-26,http://en.wikipedia.org/wiki/Philippe_Streiff
acheson,Kenny,Acheson,British,1957-11-27,http://en.wikipedia.org/wiki/Kenny_Acheson
alboreto,Michele,Alboreto,Italian,1956-12-23,http://en.wikipedia.org/wiki/Michele_Alboreto
alliot,Philippe,Alliot,French,1954-07-27,http://en.wikipedia.org/wiki/Philippe_Alliot
arnoux,René,Arnoux,French,1948-07-04,http://en.wikipedia.org/wiki/Ren%C3%A9_Arnoux
baldi,Mauro,Baldi,Italian,1954-01-31,http://en.wikipedia.org/wiki/Mauro_Baldi
bellof,Stefan,Bellof,German,1957-11-20,http://en.wikipedia.org/wiki/Stefan_Bellof
berger,Gerhard,Berger,Austrian,1959-08-27,http://en.wikipedia.org/wiki/Gerhard_Berger
boutsen,Thierry,Boutsen,Belgian,1957-07-13,http://en.wikipedia.org/wiki/Thierry_Boutsen
brundle,Martin,Brundle,British,1959-06-01,http://en.wikipedia.org/wiki/Martin_Brundle
capelli,Ivan,Capelli,Italian,1963-05-24,http://en.wikipedia.org/wiki/Ivan_Capelli
cheever,Eddie,Cheever,American,1958-01-10,http://en.wikipedia.org/wiki/Eddie_Cheever
danner,Christian,Danner,German,1958-04-04,http://en.wikipedia.org/wiki/Christian_Danner
angelis,Elio,de Angelis,Italian,1958-03-26,http://en.wikipedia.org/wiki/Elio_de_Angelis
cesaris,Andrea,de Cesaris,Italian,1959-05-31,http://en.wikipedia.org/wiki/Andrea_de_Cesaris
fabi,Teo,Fabi,Italian,1955-03-09,http://en.wikipedia.org/wiki/Teo_Fabi
ghinzani,Piercarlo,Ghinzani,Italian,1952-01-16,http://en.wikipedia.org/wiki/Piercarlo_Ghinzani
hesnault,François,Hesnault,French,1956-12-30,http://en.wikipedia.org/wiki/Fran%C3%A7ois_Hesnault
johansson,Stefan,Johansson,Swedish,1956-09-08,http://en.wikipedia.org/wiki/Stefan_Johansson
jones,Alan,Jones,Australian,1946-11-02,http://en.wikipedia.org/wiki/Alan_Jones_(Formula_1)
laffite,Jacques,Laffite,French,1943-11-21,http://en.wikipedia.org/wiki/Jacques_Laffite
lauda,Niki,Lauda,Austrian,1949-02-22,http://en.wikipedia.org/wiki/Niki_Lauda
mansell,Nigel,Mansell,British,1953-08-08,http://en.wikipedia.org/wiki/Nigel_Mansell
martini,Pierluigi,Martini,Italian,1961-04-23,http://en.wikipedia.org/wiki/Pierluigi_Martini
palmer,Jonathan,Palmer,British,1956-11-07,http://en.wikipedia.org/wiki/Jonathan_Palmer
patrese,Riccardo,Patrese,Italian,1954-04-17,http://en.wikipedia.org/wiki/Riccardo_Patrese
piquet,Nelson,Piquet,Brazilian,1952-08-17,http://en.wikipedia.org/wiki/Nelson_Piquet
prost,Alain,Prost,French,1955-02-24,http://en.wikipedia.org/wiki/Alain_Prost
keke_rosberg,Keke,Rosberg,Finnish,1948-12-06,http://en.wikipedia.org/wiki/Keke_Rosberg
rothengatter,Huub,Rothengatter,Dutch,1954-10-08,http://en.wikipedia.org/wiki/Huub_Rothengatter
senna,Ayrton,Senna,Brazilian,1960-03-21,http://en.wikipedia.org/wiki/Ayrton_Senna
alboreto,Michele,Alboreto,Italian,1956-12-23,http://en.wikipedia.org/wiki/Michele_Alboreto
alliot,Philippe,Alliot,French,1954-07-27,http://en.wikipedia.org/wiki/Philippe_Alliot
arnoux,René,Arnoux,French,1948-07-04,http://en.wikipedia.org/wiki/Ren%C3%A9_Arnoux
berg,Allen,Berg,Canadian,1961-08-01,http://en.wikipedia.org/wiki/Allen_Berg
berger,Gerhard,Berger,Austrian,1959-08-27,http://en.wikipedia.org/wiki/Gerhard_Berger
boutsen,Thierry,Boutsen,Belgian,1957-07-13,http://en.wikipedia.org/wiki/Thierry_Boutsen
brundle,Martin,Brundle,British,1959-06-01,http://en.wikipedia.org/wiki/Martin_Brundle
caffi,Alex,Caffi,Italian,1964-03-18,http://en.wikipedia.org/wiki/Alex_Caffi
capelli,Ivan,Capelli,Italian,1963-05-24,http://en.wikipedia.org/wiki/Ivan_Capelli
cheever,Eddie,Cheever,American,1958-01-10,http://en.wikipedia.org/wiki/Eddie_Cheever
danner,Christian,Danner,German,1958-04-04,http://en.wikipedia.org/wiki/Christian_Danner
angelis,Elio,de Angelis,Italian,1958-03-26,http://en.wikipedia.org/wiki/Elio_de_Angelis
